tp,context_length,prompt_tokens,output_tokens,ttft_ms,prefill_ms,prefill_tps,decode_tps,tpot_ms,total_ms,avg_gpu_mem_mb,gpu0_mem_mb,gpu1_mem_mb,gpu2_mem_mb,gpu3_mem_mb
4,512,330,256,0,0,0,0,0,2572.1,89045.4,89045.4,89045.4,89045.4,89045.4
4,1024,660,256,0,0,0,0,0,2573.3,89045.4,89045.4,89045.4,89045.4,89045.4
4,2048,1328,256,0,0,0,0,0,2900.6,89045.4,89045.4,89045.4,89045.4,89045.4
4,4096,2655,256,0,0,0,0,0,2961.9,89047.4,89047.4,89047.4,89047.4,89047.4
4,8192,5312,256,0,0,0,0,0,2908.6,89047.4,89047.4,89047.4,89047.4,89047.4
4,16384,10626,256,0,0,0,0,0,3204.7,89049.4,89049.4,89049.4,89049.4,89049.4
4,32768,21261,256,0,0,0,0,0,3927.3,90397.4,90397.4,90397.4,90397.4,90397.4
8,512,330,256,0,0,0,0,0,2472.6,88963.5,88961.5,88961.5,88961.5,88961.5,88965.5,88965.5,88965.5,88965.5
8,1024,660,256,0,0,0,0,0,2452.7,88963.5,88961.5,88961.5,88961.5,88961.5,88965.5,88965.5,88965.5,88965.5
8,2048,1328,256,0,0,0,0,0,2775.3,88963.5,88961.5,88961.5,88961.5,88961.5,88965.5,88965.5,88965.5,88965.5
8,4096,2655,256,0,0,0,0,0,2808.3,88963.5,88961.5,88961.5,88961.5,88961.5,88965.5,88965.5,88965.5,88965.5
8,8192,5312,256,0,0,0,0,0,2679.8,88963.5,88961.5,88961.5,88961.5,88961.5,88965.5,88965.5,88965.5,88965.5
8,16384,10626,256,0,0,0,0,0,2905.8,88965.5,88963.5,88963.5,88963.5,88963.5,88967.5,88967.5,88967.5,88967.5
8,32768,21261,256,0,0,0,0,0,3608.7,90313.5,90311.5,90311.5,90311.5,90311.5,90315.5,90315.5,90315.5,90315.5
